issue_id,wp_id,title,kind,priority,confidence,evidence_state,status,source_refs,problem,impact,change,acceptance,verification_command,test_to_add,observed_verification,compatibility,migration,review_verdict,review_notes,counterevidence,graph_evidence,symbols,known_or_new,effort,candidate_dependencies,target_files,base_sha,implementation_sha,verification_evidence
ARC-C08,WP03,Execution metadata writes are not durably fenced by the lease owner,ownership,P1,high,implemented; focused and integration verification passed,done,internal/dataframe/publication/clickhouse/bundle_store.go:660; internal/dataframe/publication/arango/bundle_registry.go:20; internal/dataframe/publication/arango/bundle_registry.go:187,"ClickHouse transaction save checks a local lease flag and then calls Registry.SaveExecution; SaveExecution upserts the execution document with overwrite=true and no owner, lease-expiry, or revision predicate. Only PublishExecution checks the durable lease.","An old worker that passed ensureLease just before expiry can write a stale RUNNING/FAILED/output snapshot after a new owner has acquired the lease, clobbering progress or terminal state and confusing reconciliation.","Make SaveExecution owner/lease/revision fenced in Arango (or checkpoint transactionally), reject stale writers, and let reconciliation handle a rejected checkpoint. Keep normal active-owner checkpoints successful.","After lease takeover, a delayed old-owner SaveExecution is rejected and the new owner's execution snapshot remains unchanged; normal checkpoint writes still succeed.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/publication/...",Source-inferred; delayed-owner race not run. Add a storage-backed takeover test that proves an old SaveExecution cannot alter the new owner's snapshot.,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630.",behavior-change,Execution documents need an owner/revision-compatible rollout; old records must remain readable and reconciliation must tolerate missing fence fields during migration.,accept,"clickHouseBundleTx.save checks only a local lease flag, then Registry.SaveExecution upserts the execution with overwrite=true. SaveExecution's AQL path has no durable lease owner, expiry, or revision predicate; durable fencing is present in PublishExecution but not ordinary checkpoint writes. A delayed old owner can therefore overwrite a new owner's metadata after lease takeover.","The local lease renewal/ensureLease path prevents ordinary misuse and PublishExecution durably checks owner/expiry, but neither closes the check-to-write race in SaveExecution.","Publication graph reaches lease acquire/renew, SaveExecution, and PublishExecution; only PublishExecution's source predicate includes durable owner/expiry checks.",clickHouseBundleTx.save; Registry.SaveExecution; Registry.PublishExecution; Registry.AcquireBundleLease,new,M,none recorded; see WP dependencies,internal/dataframe/publication/arango/bundle_registry.go; internal/dataframe/publication/clickhouse/bundle_store.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630."
ARC-C09,WP03,Post-insert checkpoint failure has an uncertain recovery outcome,state,P1,high,implemented; focused and integration verification passed,done,internal/dataframe/publication/clickhouse/bundle_store.go:456; internal/dataframe/publication/clickhouse/bundle_store.go:486; internal/dataframe/publication/clickhouse/bundle_store.go:508,"InsertRows calls ClickHouse first, updates in-memory counts, then SaveExecution. This is an uncertain write/checkpoint window. However, the current Publish runner does not retry InsertRows on a failed checkpoint: fail invokes Abort/drop-table, a new Begin sees the old execution in flight until reconciliation, and a new execution has a distinct physical table/row identity sequence. The stated duplicate-row/row-ID outcome is not established by current retry ownership.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Narrow to uncertain post-insert checkpoint recovery: classify the outcome, reconcile/query actual rows before any same-table retry, or add a durable batch idempotency key. Do not claim duplicate IDs without a retry path/test that retries the same physical table.",Inject checkpoint failure after accepted insert; recovery either removes unreachable staging data or reconciles exactly one copy with accurate counts before retry.,"GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/publication/clickhouse",Source-inferred; post-insert failure injection is not run. Add a test that injects SaveExecution failure after accepted InsertRows and proves recovery leaves one row copy and accurate metadata.,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630.",behavior-change,A batch-token/recovery change affects ClickHouse table metadata and publication retry ownership; preserve existing staged-table cleanup for old executions.,narrow,"InsertRows calls ClickHouse first, updates in-memory counts, then SaveExecution. This is an uncertain write/checkpoint window. However, the current Publish runner does not retry InsertRows on a failed checkpoint: fail invokes Abort/drop-table, a new Begin sees the old execution in flight until reconciliation, and a new execution has a distinct physical table/row identity sequence. The stated duplicate-row/row-ID outcome is not established by current retry ownership.","Leases serialize ordinary owners, Publish's fail path aborts with bounded cleanup, and Reconcile protects pointer-visible tables while removing stale staging tables. No same-transaction retry API exists in the runner.","The publication graph connects CreateOutput to retryable errors and Begin to execution metadata, but no batch checkpoint/idempotency key sits between InsertRows and save.",clickHouseBundleTx.InsertRows; addGeneratedRowIdentities; clickHouseBundleTx.save,new,L,C08 durable bundle owner fencing,internal/dataframe/publication/clickhouse/bundle_store.go; internal/dataframe/publication/clickhouse/clickhouse_bundle_test.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630."
ARC-C10,WP03,Output metadata checkpoint ignores the transaction context,ownership,P2,high,implemented; focused and integration verification passed,done,internal/dataframe/publication/clickhouse/bundle_store.go:349; internal/dataframe/publication/clickhouse/bundle_store.go:381; internal/dataframe/publication/runner.go:118,"SetOutputMetadata mutates the transaction's output record and calls save(context.Background()), so request cancellation/deadlines do not bound this backend write. Lease validation happens only inside save after the mutation.","An abandoned publication can keep writing durable metadata after its request has been canceled, and a backend stall can outlive the caller's lifecycle; the behavior also differs from every other context-aware transaction operation.","Thread the caller context through SetOutputMetadata (or bind context at transaction setup), validate lease before mutating the snapshot, and reserve independent bounded cleanup contexts for explicit aborts only.",Canceling the publication context before metadata persistence prevents the write or returns promptly with context cancellation; successful active transactions still persist metadata.,"GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/publication/clickhouse",Source-inferred; canceled metadata-write test not run. Add a fake backend that blocks and assert cancellation returns promptly without persisting the metadata snapshot.,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630.",behavior-change,Transaction interface/API changes affect ClickHouse target and test fakes; successful active transactions should retain current persistence behavior.,accept,"SetOutputMetadata has no context parameter and calls save(context.Background()). It is invoked during Begin using the caller context, but cancellation cannot reach this metadata write; save only checks lease before the unbounded backend call. This creates a concrete cancellation/lifecycle mismatch.","The local lease check still prevents ordinary stale writes, and Begin aborts on metadata error; those do not bound a Background-context backend stall or stop a write after request cancellation.",Publication graph shows Begin/CreateOutput/SetOutputMetadata before streaming and commit; no context argument reaches SetOutputMetadata's save call.,clickHouseBundleTx.SetOutputMetadata; publication.Publish,new,S,C08 durable bundle owner fencing,internal/dataframe/publication/clickhouse/bundle_store.go; internal/dataframe/publication/runner.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630."
ARC-C11,WP03,One process-wide begin mutex serializes unrelated publications,operability,P3,high,implemented; focused and integration verification passed,done,internal/dataframe/publication/clickhouse/bundle_store.go:29; internal/dataframe/publication/clickhouse/bundle_store.go:97,"ClickHouseBundleStore.beginBundle locks one sync.Mutex around validation, durable key lookup, pointer lookup, lease acquisition, and two execution saves for every bundle identity.","Slow metadata I/O or one publication startup blocks all unrelated projects/recipes in the process, reducing publication throughput even though durable leases are already per key.","Use a keyed lock/singleflight keyed by BundleIdentity.Key, or rely on correctly fenced durable admission. Keep identical-key in-flight behavior and avoid changing cross-process lease semantics.",Two distinct bundle keys can begin concurrently while two identical keys still yield one owner/in-flight result and no duplicate visible publication.,"GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/publication/clickhouse",Source-inferred; no throughput/concurrency test run. Add a test with blocked I/O proving different keys proceed while identical keys remain deduplicated.,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630.",preserve,Behavior-preserving concurrency refactor; tests must cover same-key duplicate admission and distinct-key parallelism.,accept,"beginBundle locks ClickHouseBundleStore.mu around validation, durable lookup, pointer lookup, lease acquisition, and two SaveExecution calls. Thus unrelated bundle identities in one process wait behind one another, including slow metadata I/O. Durable leases are keyed, so this serialization is broader than the ownership invariant.",The global lock intentionally simplifies same-process duplicate-start behavior; replacing it must retain per-key admission and be sequenced after durable SaveExecution fencing (C08).,The source comment itself describes a process-wide begin lock and says catalog leases handle cross-process races; the graph shows identities are keyed independently.,ClickHouseBundleStore.mu; ClickHouseBundleStore.beginBundle,new,S,C08 durable bundle owner fencing,internal/dataframe/publication/clickhouse/bundle_store.go; internal/dataframe/publication/clickhouse/clickhouse_bundle_test.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630."
ARC-C12,WP03,Reconciliation loads every stale execution into one in-memory slice,operability,P2,high,implemented; focused and integration verification passed,done,internal/dataframe/publication/arango/bundle_registry.go:47; internal/dataframe/publication/arango/bundle_registry.go:58; internal/dataframe/publication/clickhouse/bundle_store.go:772,Registry.ListExecutions appends all matching execution documents before returning; ClickHouseBundleStore.Reconcile calls it for each stale lifecycle state and then processes the returned slice.,A backlog of failed/running executions or large output metadata can make startup reconciliation consume unbounded memory and delay cleanup; one oversized result also prevents incremental progress.,"Add bounded paging/visitor iteration with a stable continuation key/time boundary, process one page at a time, and define retry behavior so repeated reconciliation eventually covers the full stale set.","Reconciliation's peak retained execution metadata is bounded by the configured page size, and all stale executions are eventually processed across repeated pages.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/publication/...",Source-inferred; no large-backlog test run. Add a page-bound test asserting peak retained executions stays within configured page size and all stale records are processed.,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630.",additive,Additive catalog API; reconcile old and new execution records identically and avoid skipping records while pages are updated.,accept,"Registry.ListExecutions appends every matching document into a slice before returning, despite QueryRows delivering batches. Reconcile calls it for each stale lifecycle state and then processes the complete slice, so a large stale backlog and output metadata are retained at once and cannot make incremental progress within the call.","The low-level client streams rows, but the adapter discards that streaming advantage by materializing the result; startup intent does not establish a memory bound.",The publication graph connects Reconcile to ListExecutions and cleanup; no cursor/page/visitor API is present on that edge.,Registry.ListExecutions; ClickHouseBundleStore.Reconcile,new,M,C08 durable bundle owner fencing,internal/dataframe/publication/arango/bundle_registry.go; internal/dataframe/publication/clickhouse/bundle_store.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Focused publication, execution, published-reader, GraphQL, server, and integrated live gates passed at 4631c5225d727b2bd54b48e888f26d918eb5a630."
ARC-D01,WP06,"One-shot and stored-recipe catalog discovery adapters drift in fields, metadata, and failure typing",contract,P2,high,implemented; focused and integration verification passed,done,internal/api/graphql/graph/query/recipe_discovery.go:12-59; internal/server/recipe_discovery.go:13-73; internal/server/recipe_discovery_test.go:11-39,"The GraphQL one-shot adapter copies ordinary and pivot fields but does not filter project_id, auth_resource_path, or dataset_generation, and omits PivotItemSource, PivotItemResourceType, and PivotValueSelectors. The stored-recipe adapter filters those Loom metadata fields, copies the additional pivot metadata, and returns an untyped fmt.Errorf when its reader is nil. The query adapter instead returns a retryable typed BACKEND_UNAVAILABLE and classifies reader errors.","The same project, generation, and scope can produce different selectable field sets depending on whether a user runs a one-shot query or a stored recipe. Internal metadata can become a one-shot candidate, while pivot behavior or client retry handling can disappear on the other path.","Accept the shared adapter/policy direction, but make the metadata policy explicit before enforcing byte-equivalence. Preserve persisted recipe selectors and add a fixture comparing candidates, pivot metadata, and typed errors for both paths.","For the same catalog response and schema.Scope, query and stored-recipe discovery return byte-equivalent candidate metadata after the documented metadata filter; nil readers and backend failures expose the same retryable public code.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/api/graphql/graph/query ./internal/server",Source-only review; discovery reports focused query/server tests passed. Add a cross-adapter fixture test with nil reader and backend failure cases.,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",behavior-change,GraphQL one-shot field-reference resolution and stored-recipe resolution are callers. Existing stored bundles are persisted state and should not be rewritten implicitly; only future discovery/resolution behavior changes.,accept,"The two schema.Discovery adapters call the same catalog concept but demonstrably do not produce the same contract: the one-shot adapter retains Loom metadata and omits three pivot metadata fields, while the stored-recipe adapter filters metadata and copies them. Nil-reader and backend-error paths also have different public typing. The one-shot comment claims same semantics, so this is source-proven contract drift, although no runtime reproduction was run.","The product could intentionally expose a different metadata policy during one-shot authoring, and stored recipes may already contain resolved selectors. No such distinction is documented; existing server tests only protect the stored-recipe filter.",GitNexus context shows recipeFieldDiscovery implements schema.Discovery and is called by resolveRecipeBundle; the query for both adapters found both implementations and only server-side metadata tests. Interface dispatch is a lower-bound graph boundary.,recipeFieldDiscovery.Fields; recipeCatalogDiscovery.Fields; isLoomMetadataField,new,M,none recorded; see WP dependencies,internal/api/graphql/graph/query/recipe_discovery.go; internal/server/recipe_discovery.go; internal/server/recipe_discovery_test.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D02,WP06,REST ServiceErrorBody drops the field path computed by the shared HTTP mapper,contract,P2,high,implemented; focused and integration verification passed,done,internal/api/http/errors.go:21-28; internal/api/http/errors.go:78-84; internal/server/openapi_routes.go:25-39; openapi/openapi.yaml:670-686,"MapDataframeError populates HTTPErrorBody.FieldPath for typed validation errors, but serviceErrorResponse copies only code, message, details, retryable, and requestId into the generated ServiceErrorBody. The OpenAPI ServiceErrorBody schema has no fieldPath property.",REST clients cannot identify the invalid nested input field even though the transport-neutral error has that information; GraphQL clients receive fieldPath in extensions. Client validation UX and machine handling therefore differ across transports.,"Add fieldPath to canonical YAML, regenerate generated/loomapi, populate it in the adapter, and assert ordered nested segments at a generated route boundary. Keep it optional for errors without a path.","A REST validation response containing a field path has field.error.fieldPath with the same ordered segments as MapDataframeError, and the regenerated strict server still compiles.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/api/http ./internal/server",Source-only review; discovery reports HTTP/server focused tests passed. Add a nested validation response test and run OpenAPI generation/spec checks.,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",additive,"Additive ServiceErrorBody field; existing clients can ignore it. Regeneration is required, with no direct generated-artifact edit.",accept,"MapDataframeError retains UserError.FieldPath, but serviceErrorResponse copies no field-path member and the canonical ServiceErrorBody schema has no such property. This is source-proven loss of a stable validation contract.","Details is extensible and a route cutover may have intentionally kept a smaller envelope, but neither gives clients a stable ordered path; generated loomapi is derived from YAML and must not be hand-edited.",The OpenAPI composition query connects HTTPRoutes to generated StrictServerInterface and RegisterHandlers; source inspection confirms this conversion is the single generated REST service-error adapter.,HTTPErrorBody; MapDataframeError; serviceErrorResponse,new,S,none recorded; see WP dependencies,internal/server/openapi_routes.go; openapi/openapi.yaml; internal/server/openapi_data_routes.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D03,WP06,Legacy recipe-execution authorization backend outages are returned as forbidden,correctness,P2,high,implemented; focused and integration verification passed,done,internal/server/openapi_recipe_execution.go:13-33; internal/authscope/scope_resolver.go:277-322; openapi/openapi.yaml:305-326,"recipeExecution intentionally hides a denied execution as not found, but maps every scope resolver error other than ErrUnauthenticated to HTTP 403. ErrAuthorizationBackendUnavailable therefore becomes the same response as an authorization denial. The OpenAPI operation declares only 401, 403, and 404 for this legacy endpoint.","A temporary Fence/catalog outage is indistinguishable from a denied or absent execution, so clients cannot retry safely and operators lose the distinction between policy and dependency failure. The response also violates the shared retryable backend-unavailable policy.","Map only ErrForbidden to the legacy denial response, map ErrAuthorizationBackendUnavailable to retryable 503, declare 503 in YAML, regenerate, and test both branches through the route adapter.","A fake scope resolver returning ErrAuthorizationBackendUnavailable produces HTTP 503 with retryable semantics, while ErrForbidden still produces the legacy not-found body and 403 status.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/server",Source-only review; discovery reports focused tests passed and no outage case. Add a fake scope-resolver route test proving unavailable=503 and forbidden=403 with concealment.,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",additive,The ETL-facing legacy endpoint gains an additive 503 status; callers must treat it as retryable while retaining existing 401/403/404 bodies. Generated response unions follow YAML regeneration.,accept,"recipeExecution deliberately conceals denial/missing records, but maps every non-unauthenticated scope error to 403. ScopeResolver can return ErrAuthorizationBackendUnavailable for a Fence/list-existing failure, so an outage is source-proven to become a denial response. The legacy OpenAPI operation has no 503 member.","Concealment is an explicit security requirement for denied executions. It supports 403/404 for denial, but does not justify classifying an unavailable authorization dependency as denial; preserve the concealment branch.",The graph query for recipe execution/scope errors found generated GetRecipeExecution and the shared backend-unavailable sentinel; HTTPRoutes is the generated caller boundary.,recipeExecution; ResolveReadScopeForGeneration; ErrAuthorizationBackendUnavailable,new,S,none recorded; see WP dependencies,internal/server/openapi_recipe_execution.go; openapi/openapi.yaml,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D04,WP06,GraphQL status adaptation retains unbounded full-response copies,operability,P2,high,implemented; focused and integration verification passed,done,internal/api/graphql/graph/handler.go:66-108; internal/api/graphql/graph/handler.go:110-138; internal/server/openapi_graphql_routes.go:15-39; internal/api/graphql/graph/query/graph_service.go:21-26; internal/api/graphql/graph/query/fhir_service.go:17-27,"The native handler buffers the complete body to classify all-data-null failures, and the OpenAPI adapter then records and copies the complete body again. Source establishes an unbounded, potentially duplicated allocation path, but no response-size measurement or production failure was reproduced.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Retain as a bounded operability investigation, not an incident. First measure legal response sizes and define cap/spill/error semantics; then remove one copy where status decisions and generated response unions permit it while preserving partial-data 200.","Measure legal large responses, implement the chosen cap/spill strategy, and verify all-data-null error statuses plus partial-data 200 remain correct without truncated success.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/api/graphql/graph ./internal/server","Source-only risk review; no large-response reproduction. Add allocation/large-response tests covering partial data, all-data-null status lifting, and the configured cap.","API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",behavior-change,Potentially additive payload-too-large behavior and configuration; clients need the documented stable code. No persisted state.,narrow,"The native handler buffers the complete body to classify all-data-null failures, and the OpenAPI adapter then records and copies the complete body again. Source establishes an unbounded, potentially duplicated allocation path, but no response-size measurement or production failure was reproduced.","Buffering preserves required 200 for partial data and status lifting for data-null failures. Row limits do not prove a response cap, but the correct bound/spill strategy depends on payload policy and generated response constraints.",The generated-handler query connects HTTPRoutes and GraphQL route methods; source shows the native handler buffer and generated adapter recorder are sequential response boundaries.,bufferedGraphQLResponse; serveGraphQLResponse; serveGraphQL; graphqlFailureStatus,new,M,D12,internal/api/graphql/graph/handler.go; internal/server/openapi_graphql_routes.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D05,WP06,Column capability parsing is duplicated between GraphQL dataframe metadata and legacy HTTP execution metadata,duplication,P2,high,implemented; focused and integration verification passed,done,internal/api/graphql/graph/dataframe/model.go:58-113; internal/server/openapi_recipe_execution.go:34-85,"The GraphQL dataframe model and legacy recipe-execution response each parse ClickHouse type strings into logical, nullable, repeated, filterable, sortable, and aggregatable capability flags. The implementations are separate local helpers and then apply persisted capability flags independently.","Adding or correcting a type, nested wrapper, or capability rule can make GraphQL and legacy HTTP advertise incompatible selectors for the same published output. Clients may construct a query accepted by one transport but rejected by the other.","Extract only the transport-neutral capability tuple/classifier, leave wire shaping and explicit persisted overrides at each boundary, and add representative Nullable/Array/numeric/date/string/JSON equivalence tests.","For one published column fixture, GraphQL ColumnModel and legacy recipe-execution metadata compute the same capability tuple and continue honoring any persisted capability override.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/api/graphql/graph/dataframe ./internal/server",Source-only review; discovery reports package tests passed. Add a cross-transport fixture asserting the capability tuple and override behavior.,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",preserve,Behavior-preserving internal refactor; GraphQL and legacy route callers remain unchanged and no persisted format changes.,accept,GraphQL ColumnModel and legacy recipeExecution each contain an independent ClickHouse wrapper/type classifier with the same current rules and independent persisted overrides. This is source-confirmed duplicated policy with a credible future drift point; current tests do not compare outputs.,"The current implementations agree for visible cases, and each adapter may intentionally shape its own wire model. A shared helper must preserve LogicalType/Nullable/Repeated overrides rather than force unrelated payload equality.",The OpenAPI query found the legacy execution route and generated GetRecipeExecution; source inspection confirms both capability producers are transport adapters over published column metadata.,columnCapabilities; Service.Column; recipeExecution,new,S,none recorded; see WP dependencies,internal/api/graphql/graph/dataframe/model.go; internal/server/openapi_recipe_execution.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D06,WP06,Page cursors are not bound to the query or publication identity,state,P2,high,implemented; focused and integration verification passed,done,internal/dataframe/published/read.go:142-164; internal/dataframe/published/page.go:31-142; internal/dataframe/published/page.go:267-282; internal/api/graphql/graph/dataframe/rows.go:57-75; internal/api/graphql/graph/schema/schema.graphqls:362-382,"The opaque token contains only rowId/sortValue, and Page applies its predicate to whatever selector/filter/sort/materialization the caller supplies. Reuse after a query change can skip, duplicate, or reorder rows; this is source-proven pagination inconsistency. It is not an authorization bypass: dataframe resolution obtains fresh scope and Page reapplies auth_resource_path filtering before the cursor predicate.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Bind/version the cursor to canonical selector/materialization revision or physical table, generation, normalized sort, and filter fingerprints; reject mismatches as a stable cursor error. Treat scope binding as optional consistency invalidation, not an auth safeguard. Preserve same-request pagination.",Same-request pagination remains ordered and complete; a cursor reused against changed filter/sort/materialization fails with a stable mismatch error. Fresh authorization filters still apply.,"GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/dataframe/published ./internal/api/graphql/graph/dataframe",Source-only review; no cross-query replay test was run. Add tests for changed selector/sort/filter/generation and narrowed authorization proving no row outside the new scope is returned.,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc.",behavior-change,Existing base64 JSON cursors would become legacy/invalid and clients must restart pagination; no server-persisted cursor state exists. A legacy decoder must remain best-effort and never bypass fresh scope checks.,narrow,"The opaque token contains only rowId/sortValue, and Page applies its predicate to whatever selector/filter/sort/materialization the caller supplies. Reuse after a query change can skip, duplicate, or reorder rows; this is source-proven pagination inconsistency. It is not an authorization bypass: dataframe resolution obtains fresh scope and Page reapplies auth_resource_path filtering before the cursor predicate.","Keyset pagination can document stable-input preconditions, and fresh authorization is intentionally reapplied. Binding raw scope identity is not required to prevent privilege escalation and could make legitimate permission changes unnecessarily opaque.",The transport query returned generated page fields and DataframeRows flow; source confirms cursor state crosses GraphQL into Reader.Page without a binding object.,pageCursor; Reader.Page; pageCursorPredicate; Service.Rows,new,M,D13,internal/dataframe/published/read.go; internal/dataframe/published/page.go; internal/api/graphql/graph/dataframe/rows.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc,"API, auth, project, published-reader, server, generation, OpenAPI/GraphQL, and live integration gates passed at 8f57025aecd68c7e5ef5b7593d6b2b2a8ee100fc."
ARC-D07,WP06,Unused export writer needs a real caller before changing partial-output behavior,contract,P2,medium,reproduction-required,blocked,internal/api/graphql/graph/dataframe/export.go:14-62; internal/api/graphql/graph/dataframe/export.go:65-79; internal/api/graphql/graph/dataframe/export.go:91-155; internal/api/graphql/graph/dataframe/export_test.go:11-68,"ExportDataframe writes format bytes before its counting writer can report a limit, so a streaming caller can observe partial output and an error. The inspected repository has no static HTTP or GraphQL caller, and no export operation in the GraphQL/OpenAPI contracts; the claimed transport defect is not established.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Trace actual consumers before changing partial-output behavior. If none exist, evaluate removal with dead-code and runtime-contract evidence; do not add a public route merely to reproduce the hypothesis. For a real caller, choose staged output or a documented streaming failure protocol.","An export that reaches a row/byte cap produces a complete, documented response with a stable error signal and no valid-looking 200/partial-body result; a successful selector export remains streamed or staged according to the chosen contract.","GOCACHE=""$PWD/.gocache"" GOTOOLCHAIN=go1.26.5 go test -count=1 ./internal/api/graphql/graph/dataframe",No reproduction available. Add a route-level test that hits a row/byte cap and asserts complete output plus a stable machine-readable error signal.,"Writer tests pass, but no public route or caller exists on which to reproduce a valid-looking partial 200 response.",behavior-change,Unknown until an external route/caller is confirmed; no persisted state identified.,needs-reproduction,"ExportDataframe writes format bytes before its counting writer can report a limit, so a streaming caller can observe partial output and an error. The inspected repository has no static HTTP or GraphQL caller, and no export operation in the GraphQL/OpenAPI contracts; the claimed transport defect is not established.","It may be an internal writer building block whose caller stages or reports errors out-of-band. Existing tests establish writer behavior, not an exposed 200/partial-body response.","The initial graph query included export but returned transport symbols rather than an ExportDataframe caller; static search likewise found only the service definition and writer tests. This is a lower-bound wiring gap, not proof that no external wrapper exists.",ExportDataframe; exportCountingWriter; exportWriter.visit,new,M,none recorded; see WP dependencies,internal/api/graphql/graph/dataframe/export.go; internal/api/graphql/graph/dataframe/export_test.go,3af5e2a7c1f47c104b601f92d7e517b265671bfd,,"Writer tests pass, but no public route or caller exists on which to reproduce a valid-looking partial 200 response."
